title,link,subtitle,price,area,property_details
2 BHK Independent Builder Floor for rent in Vrindavan Yojana,https://housing.com/rent/13533474-800-sqft-2-bhk-independent-floor-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹12,000",800 sq.ft,Semi furnished
1 RK Independent House for rent in Gomti Nagar,https://housing.com/rent/16380079-150-sqft-1-rk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹7,000",150 sq.ft,Un-furnished
1 RK Independent House for rent in Nijampur Malhaur,https://housing.com/rent/17124496-180-sqft-1-rk-independent-house-on-rent-in-nijampur-malhaur-lucknow,Not Found,"₹6,000",180 sq.ft,Semi furnished
3 BHK Villa for rent in Barel,https://housing.com/rent/17127350-900-sqft-3-bhk-villa-on-rent-in-barel-lucknow,Not Found,"₹15,000",900 sq.ft,Semi furnished
1 BHK Independent House for rent in Dashauli,https://housing.com/rent/17131699-1000-sqft-1-bhk-independent-house-on-rent-in-dashauli-lucknow,Not Found,"₹9,000",1000 sq.ft,Un-furnished
2.5 BHK Independent Builder Floor for rent in Aliganj,https://housing.com/rent/17133327-1500-sqft-2.5-bhk-independent-floor-on-rent-in-aliganj-lucknow,Ravindra Garden,"₹18,000",1500 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Vikas Nagar,https://housing.com/rent/17133360-1800-sqft-2-bhk-independent-floor-on-rent-in-vikas-nagar-lucknow,Not Found,"₹20,000",1800 sq.ft,Un-furnished
2 BHK Independent House for rent in Bakshi Ka Talab,https://housing.com/rent/17133709-600-sqft-2-bhk-independent-house-on-rent-in-bakshi-ka-talab-lucknow,Not Found,"₹7,000",600 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Telibagh,https://housing.com/rent/13492819-2100-sqft-2-bhk-independent-floor-on-rent-in-telibagh-lucknow,Not Found,"₹15,000",2100 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in LDA Colony,https://housing.com/rent/13451293-800-sqft-1-bhk-independent-floor-on-rent-in-lda-colony-lucknow-v2,Not Found,"₹8,000",800 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Gaurabagh,https://housing.com/rent/16330059-1000-sqft-2-bhk-independent-floor-on-rent-in-gaurabagh-lucknow,Not Found,"₹10,000",1000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/16318441-2100-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹23,000",2100 sq.ft,Semi furnished
2 BHK Villa for rent in Indira Nagar,https://housing.com/rent/16322962-1500-sqft-2-bhk-villa-on-rent-in-indira-nagar-lucknow,Not Found,"₹15,000",1500 sq.ft,Un-furnished
1 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16312185-400-sqft-1-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹6,000",400 sq.ft,Un-furnished
1 BHK Independent Builder Floor for rent in Jankipuram Extension,https://housing.com/rent/16682421-1000-sqft-1-bhk-independent-floor-on-rent-in-jankipuram-extension-lucknow,Not Found,"₹8,000",1000 sq.ft,Fully furnished
8 BHK Villa for rent in Kamta,https://housing.com/rent/16299444-7000-sqft-8-bhk-villa-on-rent-in-chinhat-tiraha-lucknow,Not Found,"₹30,000",7000 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Telibagh,https://housing.com/rent/17043360-400-sqft-2-bhk-independent-floor-on-rent-in-telibagh-lucknow,Not Found,"₹8,000",400 sq.ft,Fully furnished
2 BHK Independent House for rent in LDA Colony,https://housing.com/rent/16269337-1500-sqft-2-bhk-independent-house-on-rent-in-lda-colony-lucknow,Not Found,"₹6,000",1500 sq.ft,Fully furnished
2 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/16266796-1700-sqft-2-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹24,000",1700 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Sarfarazganj,https://housing.com/rent/17053837-200-sqft-1-bhk-independent-floor-on-rent-in-sarfarazganj-lucknow,Not Found,"₹4,000",200 sq.ft,Un-furnished
1 RK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/17049485-1300-sqft-1-rk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹13,000",1300 sq.ft,Un-furnished
1 BHK Independent Builder Floor for rent in Aliganj,https://housing.com/rent/17038369-600-sqft-1-bhk-independent-floor-on-rent-in-aliganj-lucknow,Not Found,"₹4,500",600 sq.ft,Semi furnished
3 BHK Independent House for rent in Kalyanpur,https://housing.com/rent/13165069-1059-sqft-3-bhk-independent-house-on-rent-in-kalyanpur-lucknow,Not Found,"₹9,000",1059 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Kursi Road,https://housing.com/rent/13849844-600-sqft-1-bhk-independent-floor-on-rent-in-kursi-road-lucknow-v2,Not Found,"₹6,000",600 sq.ft,Un-furnished
2 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/17159856-1250-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹16,000",1250 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/17147165-1000-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹18,000",1000 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Chinhat,https://housing.com/rent/17107659-800-sqft-2-bhk-independent-floor-on-rent-in-chinhat-lucknow,Not Found,"₹8,500",800 sq.ft,Un-furnished
1.5 BHK Flat for rent in Talkatora,https://housing.com/rent/17111898-20-sqft-1.5-bhk-apartment-on-rent-in-talkatora-lucknow,Not Found,"₹3,500",20 sq.ft,Un-furnished
3 BHK Flat for rent in Gomti Nagar Extension,https://housing.com/rent/17115106-921-sqft-3-bhk-apartment-on-rent-in-gomti-nagar-lucknow,Not Found,"₹15,000",921 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Matiyari,https://housing.com/rent/17115465-400-sqft-1-bhk-independent-floor-on-rent-in-matiyari-lucknow,Not Found,"₹6,000",400 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Jankipuram,https://housing.com/rent/17116054-1000-sqft-2-bhk-independent-floor-on-rent-in-jankipuram-lucknow,Not Found,"₹20,000",1000 sq.ft,Un-furnished
1 BHK Independent House for rent in Sindhunagar,https://housing.com/rent/17108279-500-sqft-1-bhk-independent-house-on-rent-in-sindhunagar-lucknow,Not Found,"₹5,000",500 sq.ft,Semi furnished
1.5 BHK Independent House for rent in Vikas Nagar,https://housing.com/rent/17108655-200-sqft-1.5-bhk-independent-house-on-rent-in-vikas-nagar-lucknow,Not Found,"₹13,000",200 sq.ft,Un-furnished
3 BHK Independent Builder Floor for rent in Chinhat,https://housing.com/rent/17109001-1800-sqft-3-bhk-independent-floor-on-rent-in-chinhat-lucknow,Not Found,"₹11,000",1800 sq.ft,Un-furnished
1.5 BHK Independent Builder Floor for rent in Telibagh,https://housing.com/rent/17110841-500-sqft-1.5-bhk-independent-floor-on-rent-in-telibagh-lucknow,Not Found,"₹2,500",500 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar Extension,https://housing.com/rent/17115989-1250-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹35,000",1250 sq.ft,Fully furnished
3 BHK Flat for rent in Uattardhona,https://housing.com/rent/17116120-2000-sqft-3-bhk-apartment-on-rent-in-uattardhona-lucknow,Not Found,"₹11,500",2000 sq.ft,Un-furnished
2 BHK Flat for rent in Husainabad,https://housing.com/rent/17128414-900-sqft-2-bhk-apartment-on-rent-in-husainabad-lucknow,Unity Plaza,"₹8,000",900 sq.ft,Semi furnished
1.5 BHK Independent House for rent in Jankipuram Vistar,https://housing.com/rent/17130038-1200-sqft-1.5-bhk-independent-house-on-rent-in-jankipuram-vistar-lucknow,IBIS Jankipuram Villas,"₹12,000",1200 sq.ft,Un-furnished
1 BHK Independent Builder Floor for rent in Chowk,https://housing.com/rent/17125630-150-sqft-1-bhk-independent-floor-on-rent-in-chowk-lucknow,Not Found,"₹5,000",150 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Madiyava,https://housing.com/rent/17072703-1000-sqft-2-bhk-independent-floor-on-rent-in-madiyava-lucknow,Not Found,"₹8,000",1000 sq.ft,Un-furnished
2 BHK Independent House for rent in Jankipuram,https://housing.com/rent/17070169-1200-sqft-2-bhk-independent-house-on-rent-in-jankipuram-lucknow,Not Found,"₹8,000",1200 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Kamta,https://housing.com/rent/17074239-1200-sqft-2-bhk-independent-floor-on-rent-in-chinhat-tiraha-lucknow,Not Found,"₹15,000",1200 sq.ft,Un-furnished
1 BHK Independent Builder Floor for rent in LDA Colony,https://housing.com/rent/17059466-520-sqft-1-bhk-independent-floor-on-rent-in-lda-colony-lucknow,Not Found,"₹6,000",520 sq.ft,Un-furnished
2 BHK Independent House for rent in Gomti Nagar,https://housing.com/rent/13420193-1200-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-lucknow-2,Not Found,"₹14,000",1200 sq.ft,Semi furnished
1 BHK Independent House for rent in Kamta,https://housing.com/rent/13295209-1100-sqft-1-bhk-independent-house-on-rent-in-chinhat-tiraha-lucknow,Not Found,"₹8,000",1100 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Alambagh,https://housing.com/rent/12214631-1500-sqft-2-bhk-independent-floor-on-rent-in-alambagh-lucknow-v2,Not Found,"₹7,000",1500 sq.ft,Fully furnished
2 BHK Independent House for rent in Rajajipuram,https://housing.com/rent/15635281-650-sqft-2-bhk-independent-house-on-rent-in-rajajipuram-lucknow-v2,Not Found,"₹9,000",650 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Sharda Nagar,https://housing.com/rent/13117732-1500-sqft-2-bhk-independent-floor-on-rent-in-sharda-nagar-lucknow,Not Found,"₹11,000",1500 sq.ft,Semi furnished
2 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/14539362-1250-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹18,000",1250 sq.ft,Semi furnished
4 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/17151388-2000-sqft-4-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹20,000",2000 sq.ft,Un-furnished
2 BHK Independent House for rent in Vikas Nagar,https://housing.com/rent/17152371-1200-sqft-2-bhk-independent-house-on-rent-in-vikas-nagar-lucknow,Not Found,"₹10,000",1200 sq.ft,Semi furnished
2 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/17152857-1000-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹15,000",1000 sq.ft,Un-furnished
1 BHK Independent Builder Floor for rent in Telibagh,https://housing.com/rent/17101773-160-sqft-1-bhk-independent-floor-on-rent-in-telibagh-lucknow,Not Found,"₹5,000",160 sq.ft,Fully furnished
1 BHK Independent Builder Floor for rent in Vrindavan Yojana,https://housing.com/rent/17106419-400-sqft-1-bhk-independent-floor-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹7,000",400 sq.ft,Semi furnished
1 RK Independent Builder Floor for rent in Indira Nagar,https://housing.com/rent/17106757-500-sqft-1-rk-independent-floor-on-rent-in-indira-nagar-lucknow,Not Found,"₹5,000",500 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Arjunganj,https://housing.com/rent/17101877-1000-sqft-2-bhk-independent-floor-on-rent-in-arjunganj-lucknow,Not Found,"₹8,000",1000 sq.ft,Un-furnished
1 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/17102205-200-sqft-1-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹10,000",200 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/17107463-500-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹8,000",500 sq.ft,Semi furnished
3 BHK Independent House for rent in Jankipuram,https://housing.com/rent/17079825-1300-sqft-3-bhk-independent-house-on-rent-in-jankipuram-lucknow,Not Found,"₹12,000",1300 sq.ft,Semi furnished
3 BHK Independent House for rent in Jankipuram,https://housing.com/rent/17079867-1300-sqft-3-bhk-independent-house-on-rent-in-jankipuram-lucknow,Not Found,"₹12,000",1300 sq.ft,Semi furnished
1 RK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/17133702-500-sqft-1-rk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹3,000",500 sq.ft,Un-furnished
2 BHK Independent House for rent in Gomti Nagar,https://housing.com/rent/16632405-1800-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹22,000",1800 sq.ft,Fully furnished
1 RK Independent Builder Floor for rent in Sharda Nagar,https://housing.com/rent/16631669-750-sqft-1-rk-independent-floor-on-rent-in-sharda-nagar-lucknow,Not Found,"₹8,500",750 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Nirala Nagar,https://housing.com/rent/11132599-1200-sqft-1-bhk-independent-floor-on-rent-in-nirala-nagar-lucknow-v2,Not Found,"₹11,000",1200 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar Extension,https://housing.com/rent/17097811-400-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹15,000",400 sq.ft,Semi furnished
1 RK Independent Builder Floor for rent in Hasanganj,https://housing.com/rent/17098349-160-sqft-1-rk-independent-floor-on-rent-in-hasanganj-lucknow,Not Found,"₹5,000",160 sq.ft,Semi furnished
2 BHK Independent House for rent in Sevai,https://housing.com/rent/17097537-1000-sqft-2-bhk-independent-house-on-rent-in-sevai-lucknow,Not Found,"₹7,000",1000 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in LDA Colony,https://housing.com/rent/17091973-2200-sqft-2-bhk-independent-floor-on-rent-in-lda-colony-lucknow,Not Found,"₹18,000",2200 sq.ft,Un-furnished
3 BHK Independent House for rent in Gomti Nagar,https://housing.com/rent/17098669-800-sqft-3-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹14,000",800 sq.ft,Fully furnished
2 BHK Flat for rent in Barel,https://housing.com/rent/17096367-1450-sqft-2-bhk-apartment-on-rent-in-barel-barabanki,Not Found,"₹9,000",1450 sq.ft,Un-furnished
1 BHK Independent House for rent in Transport Nagar,https://housing.com/rent/11999826-600-sqft-1-bhk-independent-house-on-rent-in-transport-nagar-lucknow,Not Found,"₹7,500",600 sq.ft,Semi furnished
4 BHK Independent Builder Floor for rent in Hasanganj,https://housing.com/rent/9697624-1000-sqft-4-bhk-independent-floor-on-rent-in-hasanganj-lucknow-v2,Not Found,"₹1,00,000",1000 sq.ft,Fully furnished
1 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/9162557-1000-sqft-1-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow-v2,Not Found,"₹2,000",1000 sq.ft,Fully furnished
1 BHK Independent House for rent in Kamta,https://housing.com/rent/16900293-350-sqft-1-bhk-independent-house-on-rent-in-chinhat-tiraha-lucknow,Not Found,"₹4,500",350 sq.ft,Semi furnished
2 BHK Independent House for rent in Gomti Nagar,https://housing.com/rent/4153200-1250-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹18,000",1250 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Fazullaganj,https://housing.com/rent/16878859-800-sqft-2-bhk-independent-floor-on-rent-in-fazullaganj-lucknow,Not Found,"₹10,000",800 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/12275875-1500-sqft-1-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow-2,Not Found,"₹7,000",1500 sq.ft,Un-furnished
1 RK Independent Builder Floor for rent in Aliganj,https://housing.com/rent/16838636-200-sqft-1-rk-independent-floor-on-rent-in-aliganj-lucknow,Not Found,"₹7,000",200 sq.ft,Fully furnished
1.5 BHK Independent Builder Floor for rent in Indira Nagar,https://housing.com/rent/17088971-800-sqft-1.5-bhk-independent-floor-on-rent-in-indira-nagar-lucknow,Not Found,"₹8,000",800 sq.ft,Semi furnished
2 BHK Independent House for rent in Dehwa,https://housing.com/rent/17086382-1200-sqft-2-bhk-independent-house-on-rent-in-dehwa-lucknow,Not Found,"₹15,000",1200 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Omaxe City,https://housing.com/rent/12252500-1752-sqft-2-bhk-independent-floor-on-rent-in-omaxe-city-lucknow,Not Found,"₹14,500",1752 sq.ft,Semi furnished
1.5 BHK Independent House for rent in Indira Nagar,https://housing.com/rent/16801354-800-sqft-1.5-bhk-independent-house-on-rent-in-indira-nagar-lucknow,Not Found,"₹7,000",800 sq.ft,Fully furnished
1 BHK Independent House for rent in Indira Nagar,https://housing.com/rent/17116188-400-sqft-1-bhk-independent-house-on-rent-in-indira-nagar-lucknow,Not Found,"₹3,000",400 sq.ft,Un-furnished
1 RK Independent House for rent in Uattardhona,https://housing.com/rent/13845514-1000-sqft-1-rk-independent-house-on-rent-in-uattardhona-lucknow,Not Found,"₹3,500",1000 sq.ft,Semi furnished
1.5 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/17127786-1500-sqft-1.5-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹12,000",1500 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Uattardhona,https://housing.com/rent/16360523-1300-sqft-2-bhk-independent-floor-on-rent-in-uattardhona-lucknow,Not Found,"₹8,000",1300 sq.ft,Semi furnished
1 RK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/17125470-500-sqft-1-rk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹5,000",500 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/11829488-500-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow-v2,Not Found,"₹15,000",500 sq.ft,Semi furnished
2 BHK Villa for rent in Kursi Road,https://housing.com/rent/13741576-800-sqft-2-bhk-villa-on-rent-in-kursi-road-lucknow,Not Found,"₹12,000",800 sq.ft,Fully furnished
2 BHK Independent House for rent in Chinhat,https://housing.com/rent/16694121-1200-sqft-2-bhk-independent-house-on-rent-in-chinhat-lucknow,Not Found,"₹9,500",1200 sq.ft,Semi furnished
2 BHK Independent House for rent in Amausi,https://housing.com/rent/12907520-600-sqft-2-bhk-independent-house-on-rent-in-amausi-lucknow,Not Found,"₹4,000",600 sq.ft,Semi furnished
1 BHK Independent House for rent in Triveni Nagar,https://housing.com/rent/11690767-900-sqft-1-bhk-independent-house-on-rent-in-triveni-nagar-lucknow,Not Found,"₹3,000",900 sq.ft,Semi furnished
2 BHK Independent House for rent in Chinhat,https://housing.com/rent/16593356-900-sqft-2-bhk-independent-house-on-rent-in-chinhat-lucknow,Not Found,"₹10,000",900 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Vrindavan Yojana,https://housing.com/rent/5226955-1000-sqft-2-bhk-independent-floor-on-rent-in-vrindavan-yojna-lucknow-v2,Pinaki Om Vihar,"₹12,000",1000 sq.ft,Fully furnished
